Listing_ID,Source,Locality,Sub_Region,Locality_Tier,Society_Name,Rent,BHK,Bathroom,Floor,Total Floors,Carpet_Area_SqFt,Furnishing,Tenant_Type,Property_Type,Property_Age_Category,Property_Age_Years,Posted_Date,Rent_Per_SqFt,Rent_Annual,Rent_Band,Area_Band,Rate_Quality_Flag,Absolute_Price_Flag,Rate_Ceiling_Flag,Data_Quality_Flag
LST-583,magicbricks,Mumbai Central,Western Line,Premium/South,Nathani Heights,65000.00,1,1,30,72,550,Furnished,Bachelors,Apartment,1-5 Years,3,2026-06-01,118.18,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-584,magicbricks,Mumbai Central,Western Line,Premium/South,Central Avenue,350000.00,1,2,22,22,400,Furnished,All,Apartment,0-1 Year,1,2026-06-15,875.00,4200000,Luxury,Compact,Normal,Normal,Possible Typo - Check Zero,Review
LST-585,99acres,Mumbai Central,Western Line,Premium/South,potia apartment,72000.00,2,2,4,8,600,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-28,120.00,864000,Premium,Medium,Normal,Normal,Normal,Pass
LST-586,99acres,Mumbai Central,Western Line,Premium/South,Rajendra vihar,100000.00,2,2,3,6,900,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-02,111.11,1200000,Premium,Large,Normal,Normal,Normal,Pass
LST-587,99acres,Mumbai Central,Western Line,Premium/South,Maimoona Residency,110000.00,2,2,14,20,780,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-04,141.03,1320000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-588,99acres,Mumbai Central,Western Line,Premium/South,Mount Kailash CHS,90000.00,2,2,4,6,750,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-07,120.00,1080000,Premium,Medium,Normal,Normal,Normal,Pass
LST-589,99acres,Mumbai Central,Western Line,Premium/South,DB Orchid Tower,130000.00,2,2,19,31,810,Furnished,Bachelors,Apartment,5-10 Years,7.5,2026-05-19,160.49,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-590,99acres,Mumbai Central,Western Line,Premium/South,DB Orchid Tower,140000.00,3,2,22,24,1530,Furnished,All,Apartment,5-10 Years,7.5,2026-05-27,91.50,1680000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-591,magicbricks,Mumbai Central,Western Line,Premium/South,Nathani Heights,380000.00,4,4,50,72,2700,Semi-Furnished,Unknown,Apartment,20+ Years,20,2026-06-05,140.74,4560000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-592,99acres,Grant Road,Western Line,Premium/South,mantri H,56000.00,1,1,3,7,700,Furnished,All,Apartment,10+ Years,10,2026-06-21,80.00,672000,Mid,Medium,Normal,Normal,Normal,Pass
LST-593,99acres,Grant Road,Western Line,Premium/South,terrace building,25000.00,1,1,0,3,180,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-29,138.89,300000,Budget,Compact,Normal,Normal,Normal,Pass
LST-594,99acres,Grant Road,Western Line,Premium/South,Valencia Apartment,42000.00,1,1,5,12,395,Furnished,All,Apartment,5-10 Years,7.5,2026-05-16,106.33,504000,Mid,Compact,Normal,Normal,Normal,Pass
LST-595,magicbricks,Grant Road,Western Line,Premium/South,Amorina Heights,55000.00,1,1,18,20,409,Unfurnished,All,Apartment,15-20 Years,17.5,2026-05-31,134.47,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-596,magicbricks,Grant Road,Western Line,Premium/South,Kemps Corner,80000.00,1,1,1,4,500,Furnished,All,Apartment,15-20 Years,17.5,2026-06-30,160.00,960000,Premium,Compact,Normal,Normal,Normal,Pass
LST-597,99acres,Grant Road,Western Line,Premium/South,Aditya akruti,160000.00,2,3,17,22,850,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-08,188.24,1920000,Luxury,Large,Normal,Normal,Normal,Pass
LST-598,magicbricks,Grant Road,Western Line,Premium/South,PROCTOR CHAMBERS,80000.00,2,2,0,7,800,Furnished,All,Apartment,10+ Years,10,2026-05-02,100.00,960000,Premium,Medium,Normal,Normal,Normal,Pass
LST-599,magicbricks,Grant Road,Western Line,Premium/South,Darsshan Vonalzo,150000.00,2,2,7,9,825,Furnished,All,Apartment,1-5 Years,3,2026-06-29,181.82,1800000,Luxury,Large,Normal,Normal,Normal,Pass
LST-600,magicbricks,Grant Road,Western Line,Premium/South,Kemps Corner,130000.00,2,2,18,20,1250,Furnished,Bachelors,Apartment,1-5 Years,3,2026-05-11,104.00,1560000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-601,99acres,Grant Road,Western Line,Premium/South,Todiwalla Building,50000.00,3,2,5,7,900,Unfurnished,All,Apartment,10+ Years,10,2026-05-12,55.56,600000,Mid,Large,Below Tier Range,Normal,Normal,Review
LST-602,99acres,Charni Road,Western Line,Premium/South,Pankaj Apartments,36000.00,1,1,4,10,315,Furnished,All,Apartment,5-10 Years,7.5,2026-06-20,114.29,432000,Mid,Compact,Normal,Normal,Normal,Pass
LST-603,99acres,Charni Road,Western Line,Premium/South,Lifescapes Arihant,43200.00,1,1,6,14,484,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-20,89.26,518400,Mid,Compact,Normal,Normal,Normal,Pass
LST-604,99acres,Charni Road,Western Line,Premium/South,sneha sadan,56000.00,1,2,3,9,436,Furnished,All,Apartment,10+ Years,10,2026-05-16,128.44,672000,Mid,Compact,Normal,Normal,Normal,Pass
LST-605,magicbricks,Charni Road,Western Line,Premium/South,dulewala project,50000.00,1,2,11,23,450,Semi-Furnished,Bachelors,Apartment,1-5 Years,3,2026-05-11,111.11,600000,Mid,Compact,Normal,Normal,Normal,Pass
LST-606,99acres,Charni Road,Western Line,Premium/South,Saraswati,65000.00,2,2,3,4,900,Furnished,Family Only,Apartment,10+ Years,10,2026-05-20,72.22,780000,Premium,Large,Normal,Normal,Normal,Pass
LST-607,99acres,Charni Road,Western Line,Premium/South,Deccan Chambers,70000.00,2,2,5,10,792,Furnished,All,Apartment,10+ Years,10,2026-05-03,88.38,840000,Premium,Medium,Normal,Normal,Normal,Pass
LST-608,magicbricks,Charni Road,Western Line,Premium/South,1st Parsiwada,120000.00,2,2,3,18,600,Furnished,Bachelors,Apartment,0-1 Year,1,2026-05-05,200.00,1440000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-609,99acres,Marine Lines,Western Line,Premium/South,Chunawala Building,40000.00,1,1,4,8,480,Furnished,All,Apartment,5-10 Years,7.5,2026-06-26,83.33,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-610,99acres,Marine Lines,Western Line,Premium/South,Bharat Mahal,69000.00,1,1,2,8,490,Furnished,All,Apartment,5-10 Years,7.5,2026-06-20,140.82,828000,Premium,Compact,Normal,Normal,Normal,Pass
LST-611,99acres,Marine Lines,Western Line,Premium/South,Siddharth Apartments,45000.00,1,1,4,7,510,Furnished,All,Apartment,5-10 Years,7.5,2026-06-26,88.24,540000,Mid,Medium,Normal,Normal,Normal,Pass
LST-612,99acres,Marine Lines,Western Line,Premium/South,ETC Sea Views,36500.00,1,1,5,20,416,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-20,87.74,438000,Mid,Compact,Normal,Normal,Normal,Pass
LST-613,99acres,Marine Lines,Western Line,Premium/South,Marine Palace,80000.00,1,1,12,22,430,Semi-Furnished,All,Apartment,Unknown,,2026-05-19,186.05,960000,Premium,Compact,Normal,Normal,Normal,Pass
LST-614,99acres,Marine Lines,Western Line,Premium/South,kaveri Building,63500.00,2,2,3,9,764,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-20,83.12,762000,Premium,Medium,Normal,Normal,Normal,Pass
LST-615,99acres,Marine Lines,Western Line,Premium/South,Om Shanti Building,50000.00,1,1,5,8,520,Furnished,All,Apartment,5-10 Years,7.5,2026-05-16,96.15,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-616,99acres,Churchgate,Western Line,Premium/South,jaywant Building,38500.00,1,1,1,9,413,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-20,93.22,462000,Mid,Compact,Normal,Normal,Normal,Pass
LST-617,99acres,Churchgate,Western Line,Premium/South,Krishna Apartments,40000.00,1,1,4,8,365,Furnished,All,Apartment,5-10 Years,7.5,2026-06-26,109.59,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-618,99acres,Churchgate,Western Line,Premium/South,Vishnu Mahal,60000.00,1,1,5,8,580,Furnished,All,Apartment,10+ Years,10,2026-06-13,103.45,720000,Mid,Medium,Normal,Normal,Normal,Pass
LST-619,99acres,Churchgate,Western Line,Premium/South,Ahoora Mahal,37000.00,1,1,4,9,432,Furnished,All,Apartment,5-10 Years,7.5,2026-05-30,85.65,444000,Mid,Compact,Normal,Normal,Normal,Pass
LST-620,99acres,Churchgate,Western Line,Premium/South,Sagar Building,35000.00,1,1,2,7,475,Furnished,All,Apartment,10+ Years,10,2026-05-30,73.68,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-621,99acres,Churchgate,Western Line,Premium/South,Geeta Apartments,62000.00,2,2,4,10,740,Furnished,All,Apartment,5-10 Years,7.5,2026-06-20,83.78,744000,Premium,Medium,Normal,Normal,Normal,Pass
LST-622,99acres,Churchgate,Western Line,Premium/South,Shivam Building,66500.00,2,2,2,7,782,Furnished,All,Apartment,10+ Years,10,2026-06-20,85.04,798000,Premium,Medium,Normal,Normal,Normal,Pass
LST-623,99acres,Churchgate,Western Line,Premium/South,palm court,190000.00,2,3,3,6,1500,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-08,126.67,2280000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-624,99acres,Churchgate,Western Line,Premium/South,pushp kunj building,88000.00,2,2,4,12,837,Furnished,All,Apartment,10+ Years,10,2026-05-16,105.14,1056000,Premium,Large,Normal,Normal,Normal,Pass
LST-625,99acres,Churchgate,Western Line,Premium/South,SHALIM HOUSE,120000.00,2,2,5,6,750,Furnished,All,Apartment,10+ Years,10,2026-05-02,160.00,1440000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-626,99acres,Churchgate,Western Line,Premium/South,Advent,320000.00,3,5,2,7,1600,Furnished,All,Apartment,10+ Years,10,2026-06-15,200.00,3840000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-627,99acres,Churchgate,Western Line,Premium/South,Prithvi house,83500.00,3,2,3,7,910,Semi-Furnished,All,Apartment,10+ Years,10,2026-05-16,91.76,1002000,Premium,Large,Normal,Normal,Normal,Pass
LST-628,magicbricks,Churchgate,Western Line,Premium/South,Algebra Court,400000.00,3,3,12,12,2000,Semi-Furnished,All,Apartment,10-15 Years,,2026-06-28,200.00,4800000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-629,99acres,Palghar,Western Line,Outer Periphery,Sai Residency,10000.00,1,1,0,3,550,Furnished,Family Only,Apartment,10+ Years,10,2026-04-16,18.18,120000,Budget,Medium,Normal,Normal,Normal,Pass
LST-630,magicbricks,Palghar,Western Line,Outer Periphery,Haware Nakshtra,5000.00,1,2,3,4,425,Semi-Furnished,All,Apartment,Unknown,,2026-06-26,11.76,60000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-631,magicbricks,Palghar,Western Line,Outer Periphery,Veena Samrajya,7000.00,1,2,3,9,387,Unfurnished,All,Apartment,0-1 Year,1,2026-06-26,18.09,84000,Budget,Compact,Normal,Normal,Normal,Pass
LST-632,magicbricks,Palghar,Western Line,Outer Periphery,VBHC Greenwoods,7000.00,1,1,1,4,440,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-18,15.91,84000,Budget,Compact,Normal,Normal,Normal,Pass
LST-633,magicbricks,Palghar,Western Line,Outer Periphery,CRD Gardenia,8000.00,1,2,1,4,496,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-14,16.13,96000,Budget,Compact,Normal,Normal,Normal,Pass
LST-634,magicbricks,Palghar,Western Line,Outer Periphery,Ghodela 27 Park View,6500.00,2,2,2,4,767,Unfurnished,Bachelors,Apartment,5-10 Years,7.5,2026-06-18,8.47,78000,Budget,Medium,Normal,Below Absolute Floor,Normal,Review
LST-635,magicbricks,Palghar,Western Line,Outer Periphery,Tata New Haven,15000.00,2,2,2,3,632,Unfurnished,Bachelors,Apartment,5-10 Years,7.5,2026-05-22,23.73,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-636,magicbricks,Palghar,Western Line,Outer Periphery,VBHC Greenwoods,7000.00,2,2,4,4,593,Unfurnished,All,Apartment,0-1 Year,1,2026-05-13,11.80,84000,Budget,Medium,Normal,Normal,Normal,Pass
LST-637,magicbricks,Palghar,Western Line,Outer Periphery,Mahindra Happinest,12000.00,2,2,2,4,775,Furnished,Bachelors,Apartment,0-1 Year,1,2026-05-25,15.48,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-638,magicbricks,Palghar,Western Line,Outer Periphery,IPSIT Landmark,10000.00,2,2,3,4,621,Furnished,All,Apartment,1-5 Years,3,2026-05-11,16.10,120000,Budget,Medium,Normal,Normal,Normal,Pass
LST-639,99acres,CSMT/Fort,Central Line,Premium/South,Siddharth Apartments,37000.00,1,1,3,8,452,Furnished,All,Apartment,10+ Years,10,2026-05-24,81.86,444000,Mid,Compact,Normal,Normal,Normal,Pass
LST-640,99acres,CSMT/Fort,Central Line,Premium/South,Archana Apartments,36000.00,1,1,4,8,310,Furnished,All,Apartment,5-10 Years,7.5,2026-05-24,116.13,432000,Mid,Compact,Normal,Normal,Normal,Pass
LST-641,99acres,CSMT/Fort,Central Line,Premium/South,Al Karim Manzil,80000.00,1,2,2,4,850,Furnished,All,Apartment,Unknown,,2026-05-08,94.12,960000,Premium,Large,Normal,Normal,Normal,Pass
LST-642,99acres,CSMT/Fort,Central Line,Premium/South,TULSI TERRACE,40000.00,1,1,2,4,400,Semi-Furnished,All,Apartment,10+ Years,10,2026-05-02,100.00,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-643,99acres,CSMT/Fort,Central Line,Premium/South,RAJDOOT MANSION,40000.00,1,2,2,5,400,Semi-Furnished,All,Apartment,10+ Years,10,2026-05-02,100.00,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-644,99acres,CSMT/Fort,Central Line,Premium/South,Aplite Greenstone Heritage,95000.00,2,3,8,21,739,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-15,128.55,1140000,Premium,Medium,Normal,Normal,Normal,Pass
LST-645,99acres,Byculla,Central Line,Premium/South,Ajay Apartment,69000.00,1,1,9,12,550,Semi-Furnished,All,Apartment,10+ Years,10,2026-05-25,125.45,828000,Premium,Medium,Normal,Normal,Normal,Pass
LST-646,99acres,Byculla,Central Line,Premium/South,The Baya Victoria,55000.00,1,1,8,23,300,Furnished,All,Apartment,5-10 Years,7.5,2026-05-08,183.33,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-647,99acres,Byculla,Central Line,Premium/South,Tenement compound,35000.00,1,1,3,3,300,Unfurnished,All,Apartment,10+ Years,10,2026-06-22,116.67,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-648,99acres,Byculla,Central Line,Premium/South,Olympia Tower,50000.00,1,1,11,21,455,Unfurnished,All,Apartment,0-1 Year,1,2026-05-21,109.89,600000,Mid,Compact,Normal,Normal,Normal,Pass
LST-649,99acres,Byculla,Central Line,Premium/South,Piramal Aranya,121000.00,2,2,22,72,784,Unfurnished,All,Apartment,1-5 Years,3,2026-06-26,154.34,1452000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-650,99acres,Byculla,Central Line,Premium/South,Monte South,130000.00,2,2,29,64,900,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-09,144.44,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-651,99acres,Byculla,Central Line,Premium/South,Olympia Tower,115000.00,2,2,17,23,630,Furnished,All,Apartment,Unknown,,2026-06-16,182.54,1380000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-652,99acres,Byculla,Central Line,Premium/South,The Baya Victoria,80000.00,2,2,6,23,700,Furnished,All,Apartment,Unknown,,2026-05-11,114.29,960000,Premium,Medium,Normal,Normal,Normal,Pass
LST-653,99acres,Byculla,Central Line,Premium/South,ISD Maple Heights,90000.00,2,2,16,21,650,Unfurnished,Family Only,Apartment,Unknown,,2026-06-20,138.46,1080000,Premium,Medium,Normal,Normal,Normal,Pass
LST-654,99acres,Byculla,Central Line,Premium/South,Fortune Towers,145000.00,3,4,6,20,1250,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-01,116.00,1740000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-655,99acres,Byculla,Central Line,Premium/South,Piramal Aranya,200000.00,3,3,21,72,1223,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-23,163.53,2400000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-656,99acres,Byculla,Central Line,Premium/South,Monte South,255000.00,3,4,21,64,1464,Furnished,All,Apartment,1-5 Years,3,2026-05-22,174.18,3060000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-657,99acres,Byculla,Central Line,Premium/South,Peninsula Salsette 27,190000.00,3,3,29,71,1191,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-26,159.53,2280000,Luxury,Large,Normal,Normal,Normal,Pass
LST-658,99acres,Byculla,Central Line,Premium/South,Kodia Maimoona Residency,130000.00,3,3,14,20,1000,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-05-18,130.00,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-659,99acres,Parel,Central Line,Premium/South,Merwanji,55000.00,1,1,18,25,450,Unfurnished,All,Apartment,1-5 Years,3,2026-06-25,122.22,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-660,99acres,Parel,Central Line,Premium/South,Omkar Om Residency,65000.00,1,2,11,20,500,Unfurnished,All,Apartment,Unknown,,2026-06-26,130.00,780000,Premium,Compact,Normal,Normal,Normal,Pass
LST-661,99acres,Parel,Central Line,Premium/South,Vighnaharta,50000.00,1,1,11,23,400,Unfurnished,All,Apartment,5-10 Years,7.5,2026-06-25,125.00,600000,Mid,Compact,Normal,Normal,Normal,Pass
LST-662,99acres,Parel,Central Line,Premium/South,Sai Apartment,36000.00,1,1,4,7,270,Unfurnished,All,Apartment,1-5 Years,3,2026-06-29,133.33,432000,Mid,Compact,Normal,Normal,Normal,Pass
LST-663,99acres,Parel,Central Line,Premium/South,Girnar Tower,60000.00,1,1,7,13,500,Furnished,All,Apartment,Unknown,,2026-06-26,120.00,720000,Mid,Compact,Normal,Normal,Normal,Pass
LST-664,99acres,Parel,Central Line,Premium/South,L&T Crescent Bay,140000.00,2,2,2,59,956,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-16,146.44,1680000,Luxury,Large,Normal,Normal,Normal,Pass
LST-665,99acres,Parel,Central Line,Premium/South,Omkar veda,135000.00,2,2,20,34,800,Furnished,All,Apartment,Unknown,,2026-06-24,168.75,1620000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-666,99acres,Parel,Central Line,Premium/South,Ruparel Ariana,120000.00,2,2,64,74,750,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-15,160.00,1440000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-667,99acres,Parel,Central Line,Premium/South,Lodha Venezia,130000.00,2,2,29,65,834,Unfurnished,All,Apartment,Unknown,,2026-06-23,155.88,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-668,99acres,Parel,Central Line,Premium/South,Peninsula Celestia Spaces,130000.00,2,2,10,50,840,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-22,154.76,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-669,99acres,Parel,Central Line,Premium/South,Lodha Venezia,200000.00,3,4,34,65,1273,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-14,157.11,2400000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-670,99acres,Parel,Central Line,Premium/South,L&T Crescent Bay,280000.00,3,3,14,53,1600,Semi-Furnished,All,Apartment,Unknown,,2026-05-31,175.00,3360000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-671,99acres,Parel,Central Line,Premium/South,Kalpataru Avana,800000.00,3,3,1,41,3368,Semi-Furnished,All,Apartment,Unknown,,2026-06-17,237.53,9600000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-672,99acres,Parel,Central Line,Premium/South,Peninsula Celestia Spaces,180000.00,3,3,5,50,1207,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-08,149.13,2160000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-673,99acres,Parel,Central Line,Premium/South,Runwal Nirvana,170000.00,3,4,32,54,1370,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-20,124.09,2040000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-674,99acres,Matunga East,Central Line,Premium/South,Manav Heights,75000.00,1,1,1,16,450,Furnished,All,Apartment,Unknown,,2026-06-20,166.67,900000,Premium,Compact,Normal,Normal,Normal,Pass
LST-675,99acres,Matunga East,Central Line,Premium/South,9 Uma Ishaan,50000.00,1,1,1,17,396,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-26,126.26,600000,Mid,Compact,Normal,Normal,Normal,Pass
LST-676,99acres,Matunga East,Central Line,Premium/South,Bhalchandra Bhuvan Apartment,65000.00,1,1,8,12,400,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-18,162.50,780000,Premium,Compact,Normal,Normal,Normal,Pass
LST-677,99acres,Matunga East,Central Line,Premium/South,Shantiniketan,80000.00,1,2,20,50,445,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-05-06,179.78,960000,Premium,Compact,Normal,Normal,Normal,Pass
LST-678,99acres,Matunga East,Central Line,Premium/South,Riddhi Siddhi Apartment,75000.00,1,2,12,42,450,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-12,166.67,900000,Premium,Compact,Normal,Normal,Normal,Pass
LST-679,99acres,Matunga East,Central Line,Premium/South,Patel Palace,260000.00,2,2,6,8,980,Furnished,Family Only,Apartment,Unknown,,2026-06-24,265.31,3120000,Luxury,Large,Normal,Normal,Normal,Pass
LST-680,99acres,Matunga East,Central Line,Premium/South,9 Uma Ishaan,70000.00,2,2,6,18,600,Semi-Furnished,All,Apartment,Unknown,,2026-06-16,116.67,840000,Premium,Medium,Normal,Normal,Normal,Pass
LST-681,99acres,Matunga East,Central Line,Premium/South,High Samruddhi Heights,125000.00,2,2,5,16,700,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-05-18,178.57,1500000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-682,99acres,Matunga East,Central Line,Premium/South,Riddhi Siddhi Apartment,120000.00,2,2,16,42,733,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-05-18,163.71,1440000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-683,99acres,Matunga East,Central Line,Premium/South,Jehangir Mansion CHS,160000.00,2,3,8,13,865,Semi-Furnished,All,Apartment,0-1 Year,1,2026-05-15,184.97,1920000,Luxury,Large,Normal,Normal,Normal,Pass
LST-684,99acres,Matunga East,Central Line,Premium/South,Aden Court,210000.00,3,3,14,21,1300,Semi-Furnished,All,Apartment,Unknown,,2026-06-16,161.54,2520000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-685,99acres,Matunga East,Central Line,Premium/South,Palai Villa,150000.00,3,3,6,7,1200,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-02,125.00,1800000,Luxury,Large,Normal,Normal,Normal,Pass
LST-686,99acres,Matunga East,Central Line,Premium/South,Shanti Niketan Apartment,165000.00,3,3,34,53,940,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-26,175.53,1980000,Luxury,Large,Normal,Normal,Normal,Pass
LST-687,99acres,Matunga East,Central Line,Premium/South,Riddhi Siddhi Apartment,165000.00,3,3,7,10,1100,Unfurnished,Family Only,Apartment,Unknown,,2026-06-28,150.00,1980000,Luxury,Large,Normal,Normal,Normal,Pass
LST-688,99acres,Matunga East,Central Line,Premium/South,Devi Sadan,200000.00,3,2,10,22,1100,Semi-Furnished,All,Apartment,5-10 Years,7.5,2026-05-28,181.82,2400000,Luxury,Large,Normal,Normal,Normal,Pass
LST-689,99acres,Matunga West,Central Line,Premium/South,kanak S,60000.00,1,1,2,7,550,Furnished,All,Apartment,10+ Years,10,2026-06-23,109.09,720000,Mid,Medium,Normal,Normal,Normal,Pass
LST-690,99acres,Matunga West,Central Line,Premium/South,Ruparel Iris,65000.00,1,1,20,40,450,Semi-Furnished,All,Apartment,Unknown,,2026-06-27,144.44,780000,Premium,Compact,Normal,Normal,Normal,Pass
LST-691,99acres,Matunga West,Central Line,Premium/South,Manohar Mahal,45000.00,1,1,3,3,360,Unfurnished,All,Apartment,Unknown,,2026-06-26,125.00,540000,Mid,Compact,Normal,Normal,Normal,Pass
LST-692,99acres,Matunga West,Central Line,Premium/South,Amar Jeevan CHS,52000.00,1,1,1,3,450,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-24,115.56,624000,Mid,Compact,Normal,Normal,Normal,Pass
LST-693,99acres,Matunga West,Central Line,Premium/South,Parijat Building,53000.00,1,1,2,4,350,Furnished,All,Apartment,10+ Years,10,2026-06-04,151.43,636000,Mid,Compact,Normal,Normal,Normal,Pass
LST-694,99acres,Matunga West,Central Line,Premium/South,Sumit Abode 2,125000.00,2,2,6,15,750,Unfurnished,All,Apartment,Unknown,,2026-06-20,166.67,1500000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-695,99acres,Matunga West,Central Line,Premium/South,Swayam,125000.00,2,2,15,22,680,Unfurnished,All,Apartment,Unknown,,2026-06-20,183.82,1500000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-696,99acres,Matunga West,Central Line,Premium/South,GoodBldg CHS,100000.00,2,2,4,15,670,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-29,149.25,1200000,Premium,Medium,Normal,Normal,Normal,Pass
LST-697,99acres,Matunga West,Central Line,Premium/South,Aangan,125000.00,2,2,21,31,711,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-23,175.81,1500000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-698,99acres,Matunga West,Central Line,Premium/South,Wadhwa Pristine,140000.00,2,2,19,44,761,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-23,183.97,1680000,Luxury,Medium,Normal,Normal,Normal,Pass
LST-699,99acres,Matunga West,Central Line,Premium/South,Good CHS,200000.00,3,3,17,25,1200,Furnished,Family Only,Apartment,1-5 Years,3,2026-06-12,166.67,2400000,Luxury,Large,Normal,Normal,Normal,Pass
LST-700,99acres,Matunga West,Central Line,Premium/South,Om Shree Siddhivinayak CHS,130000.00,3,3,9,10,950,Furnished,All,Apartment,5-10 Years,7.5,2026-06-23,136.84,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-701,99acres,Matunga West,Central Line,Premium/South,Aditya Elegance,210000.00,3,3,9,21,1190,Furnished,Family Only,Apartment,Unknown,,2026-06-04,176.47,2520000,Luxury,Large,Normal,Normal,Normal,Pass
LST-702,99acres,Matunga West,Central Line,Premium/South,Ms apartment,200000.00,3,3,6,25,1250,Furnished,All,Apartment,1-5 Years,3,2026-06-16,160.00,2400000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-703,99acres,Matunga West,Central Line,Premium/South,Jewel Crest,350000.00,3,3,25,26,1450,Furnished,Family Only,Apartment,1-5 Years,3,2026-06-18,241.38,4200000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-704,99acres,Sion,Central Line,Mid Suburb,Jain Society,150000.00,3,3,1,20,930,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-26,161.29,1800000,Luxury,Large,Normal,Normal,Normal,Pass
